Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2001-01-05;null;8,9;0;36,9;28,8;23,6;77,5;68;null;
2001-01-06;null;9,8;0;37,1;29,1;24,3;77,8;70;null;
2001-01-07;null;5,3;0;35,5;28,6;25,3;78,8;68;null;
2001-01-08;null;10,2;0;37,3;29,2;24,9;76,8;66;null;
2001-01-09;null;10;0;36,2;28,6;23,4;77,5;69;null;
2001-01-10;null;4,9;0;35,7;29,3;24,6;71,3;54;null;
2001-01-11;null;0;0;30,9;27,5;24,5;79;73;null;
2001-01-12;null;2,1;1,4;31,4;24,7;22,5;94,3;83;null;
2001-01-13;null;4,1;1,2;33,8;26,1;22,3;90,8;83;null;
2001-01-14;null;3,8;9,9;33,5;27,7;23,3;80,8;71;null;
2001-01-15;null;8,6;0;34,8;27,7;23,2;78,3;66;null;
2001-01-16;null;10,9;0;35,9;28,8;23;71,8;59;null;
2001-01-17;null;10,6;0;36,9;28,4;22,7;76,8;58;null;
2001-01-18;null;8,9;0;35,2;28,2;24;76,5;60;null;
2001-01-19;null;10,3;0;36,8;28,4;22,6;77,3;57;null;
2001-01-20;null;10,9;,9;37;28,6;22,4;75;62;null;
2001-01-21;null;10,5;0;36,2;28,3;22,9;75,8;61;null;
2001-01-22;null;10,8;0;36,5;28,5;23;75;56;null;
2001-01-23;null;10,8;0;37,1;28,7;23,2;77,5;66;null;
2001-01-24;null;7,5;0;36,2;28,2;23,1;78,8;69;null;
2001-01-25;null;11;0;36,8;28,5;24,2;78,3;65;null;
2001-01-26;null;10,2;0;36,1;28,4;23,6;78,5;71;null;
2001-01-27;null;10,6;0;36,2;28,5;24,7;78,3;68;null;
2001-01-28;null;9,3;0;36,1;28,3;23,3;75,8;64;null;
2001-01-29;null;9,4;0;36,5;28,4;23,3;75,5;57;null;
2001-01-30;null;11,1;0;36,1;28;22,9;79,3;66;null;
2001-01-31;null;7,4;0;34,7;28,2;23,9;79,3;72;null;
2001-02-01;null;7,4;0;34,5;28,3;24,4;81,8;74;null;
2001-02-02;null;9,1;16,1;34,9;27,9;23,3;81,5;69;null;
2001-02-03;null;8,4;1,6;36,1;28,3;24,4;79;71;null;
2001-02-04;null;8,9;5,5;35,1;28,1;24,3;83,8;69;null;
2001-02-05;null;10,7;0;36,2;28,1;22,5;78,8;64;null;
2001-02-06;null;10,4;0;36,8;28,5;23,3;79;65;null;
2001-02-07;null;11,2;0;37;28,6;23;76,3;67;null;
2001-02-08;null;7,6;0;37,3;29;24,6;77;61;null;
2001-02-09;null;9,5;0;36,3;29,3;25;78,3;68;null;
2001-02-10;null;10,5;0;36,4;28,3;23;78;63;null;
2001-02-11;null;8,2;0;35,1;28,1;23,6;81,3;70;null;
2001-02-12;null;7,2;0;35,9;28,5;25,3;79,3;61;null;
2001-02-13;null;10;0;37,5;29,3;24,6;78;61;null;
2001-02-14;null;11;0;36,6;28,8;24,4;74,3;60;null;
2001-02-15;null;11,3;0;37,1;28,6;22,9;78,8;64;null;
2001-02-16;null;11,2;0;37,1;28,7;23,2;76,8;63;null;
2001-02-17;null;9,9;0;36,8;29,1;23,6;79;67;null;
2001-02-18;null;7,3;0;36,1;28,9;24,7;77;60;null;
2001-02-19;null;8,5;0;36,1;29,1;25,3;77,5;65;null;
2001-02-20;null;8,2;0;36,7;29,1;25,4;77;61;null;
2001-02-21;null;8,4;0;37;29,4;25,1;75,8;61;null;
2001-02-22;null;6,7;0;35,5;28,8;24,7;79,5;68;null;
2001-02-23;null;7,5;1,5;37,1;29,2;24;80,8;64;null;
2001-02-24;null;10,6;4,2;36,9;29,4;24,3;80,5;69;null;
2001-02-25;null;10,1;0;37,4;29,5;25,5;79,5;65;null;
2001-02-26;null;7,5;0;35,8;27,7;23;85;72;null;
2001-02-27;null;7,2;12,8;34,9;28,6;24,3;81,3;73;null;
2001-02-28;null;7,2;0;35,7;28,8;24,6;83,3;75;null;
2001-03-01;7,6;4,3;0;34,7;28,7;24,7;80,3;75;null;
2001-03-02;6,5;7,6;0;36,5;28,6;24,8;81,5;64;null;
2001-03-03;4,1;10,5;0;36,7;29;24,1;76,5;60;null;
2001-03-04;10,2;10,2;0;37,3;29,7;24,3;72,8;64;null;
2001-03-05;10;10,7;0;36,5;29,1;23,3;76,3;67;null;
2001-03-06;11;9,9;0;37,8;29,3;24;75,5;58;null;
2001-03-07;13,4;7,8;0;37;29,5;24,4;73,8;55;null;
2001-03-08;10,6;7,7;0;36,6;29,3;25,3;80,8;66;null;
2001-03-09;7,1;4,6;1,5;34,8;25,8;23,2;91,3;74;null;
2001-03-10;2,3;9,2;7,2;32,9;26,6;23,1;89,3;77;null;
2001-03-11;5,2;5,3;,8;33,7;27,8;24,1;83;73;null;
2001-03-12;6,3;4,3;,2;34,5;27,8;25,1;86,8;84;null;
2001-03-13;5,1;4,6;,3;34;26,9;24,3;92;83;null;
2001-03-14;3,8;7,3;16,1;33;26,3;23,8;91,3;80;null;
2001-03-15;3,5;5,2;7,7;32,5;26,5;22,6;90,8;77;null;
2001-03-16;4,2;11,1;0;32,7;null;23,3;null;95;null;
2001-03-17;6,6;11;0;33,9;null;23,4;null;null;null;
2001-03-18;6,7;9,3;0;33,5;26,7;23,8;85,5;73;null;
2001-03-19;5,2;6,2;7,4;32,4;27,3;23,6;87,5;75;null;
2001-03-20;5,2;10,9;0;34,2;28;24,3;82,5;75;null;
2001-03-21;4,5;10,1;0;35,1;28,4;23,7;83,8;73;null;
2001-03-22;7,9;4,2;37,7;32,5;26,9;22,1;89,8;76;null;
2001-03-23;4,3;10,6;0;33,3;27,6;23,5;84,8;75;null;
2001-03-24;6,4;10,5;0;34,8;28,1;23,6;84,3;72;null;
2001-03-25;6,6;9,6;0;34,5;28,1;24,8;87,3;75;null;
2001-03-26;5,5;10,4;5,7;34,3;28,4;24,2;86;75;null;
2001-03-27;5,4;10;0;34,2;28;23,9;85;75;null;
2001-03-28;6;8,2;0;34,4;26,7;23,5;90;76;null;
2001-03-29;4,5;8,4;20,2;32,5;27,2;23,3;91,8;84;null;
2001-03-30;3;7,9;2,1;32,1;27,1;23,4;85,5;79;null;
2001-03-31;3,8;8,7;0;32,3;26;23,4;89,8;79;null;
2001-04-01;null;9,3;8,4;32,1;25,6;22,2;92,8;81;null;
2001-04-02;null;6,8;6,2;31,8;26,8;23,6;92,5;85;null;
2001-04-03;null;6,8;1,5;31,2;26,5;24,2;93,3;88;null;
2001-04-04;null;10,6;,2;32,4;27,3;24,1;89,3;78;null;
2001-04-05;null;10,7;0;32,2;27,4;24;84;76;null;
2001-04-06;null;9,8;0;32,5;27,5;23,6;86,3;76;null;
2001-04-07;null;8,3;,1;32,4;27,8;23,6;81,5;72;null;
2001-04-08;null;8,7;,5;33;27,7;23,4;82,3;75;null;
2001-04-09;null;5,3;,2;32,6;27,6;24;86,3;79;null;
2001-04-10;null;10;0;33,3;28,4;24;81,3;73;null;
2001-04-11;null;,8;0;31,3;27;24,4;89,8;85;null;
2001-04-12;null;4,8;,2;33,6;26,4;24;90;73;null;
2001-04-13;null;2,4;27;29,5;25,5;23,3;95,3;92;null;
2001-04-14;null;4,9;,4;31,2;24,8;22,4;93,8;86;null;
2001-04-15;null;1,5;26,1;29,6;24,5;22,2;95,8;90;null;
2001-04-16;null;,7;5,5;27,7;24,9;23,2;97,8;97;null;
2001-04-17;null;8,6;7,9;31,3;26,1;23,2;92,3;83;null;
2001-04-18;null;7,9;,8;30,4;26,2;22,7;93;87;null;
2001-04-19;null;1,3;0;30,1;26;24;93;87;null;
2001-04-20;null;10,4;0;32,1;26,9;23,6;90,8;82;null;
2001-04-21;null;9,4;,7;30,9;25,9;23;93,5;87;null;
2001-04-22;null;10,1;18;32,2;26,2;22,5;87,8;74;null;
2001-04-23;null;9,8;0;31,6;27,1;22,2;85,8;79;null;
2001-04-24;null;9,6;0;31,4;27,2;23,6;87,3;83;null;
2001-04-25;null;,3;0;29,6;25,9;23,3;93,5;88;null;
2001-04-26;null;7,2;0;32,7;27,4;23,3;87;81;null;
2001-04-27;null;8,5;0;32,7;27,7;24,7;89,8;85;null;
2001-04-28;null;3,8;,1;30,7;25,6;23;92,3;85;null;
2001-04-29;null;5,1;66,2;30,7;26,3;23,6;92,8;86;null;
2001-04-30;null;8,5;,4;31,8;27;23,3;90;85;null;
2001-05-01;null;10;0;31,9;26,1;19,9;90,5;84;null;
2001-05-02;null;10,4;0;32,1;26,4;22,5;90,5;85;null;
2001-05-03;null;10,4;0;33,3;27;22,7;88,5;80;null;
2001-05-04;null;10;0;32,5;27,3;23,7;87,8;80;null;
2001-05-05;null;10,9;0;33,5;27,6;23,7;88;80;null;
2001-05-06;null;9,7;0;33,2;27,2;23,7;90,8;86;null;
2001-05-07;null;9,1;0;33;27,1;23,6;90;82;null;
2001-05-08;null;9,5;0;33,5;27,3;23,3;90;82;null;
2001-05-09;null;9,4;0;33,7;27,5;23,5;89,3;86;null;
2001-05-10;null;8,7;0;32,5;27,3;24,5;90,3;84;null;
2001-05-11;null;10,8;0;33,4;28;24,2;83,5;71;null;
2001-05-12;null;10,7;0;34,3;27,7;23,3;88,5;82;null;
2001-05-13;null;10,8;0;35,1;27,7;22,4;85;72;null;
2001-05-14;null;10,5;0;34,5;27,2;22,3;84,5;66;null;
2001-05-15;null;10,8;0;34,7;27,3;21,6;82,5;73;null;
2001-05-16;null;10,3;0;34,2;27,5;22,1;82;71;null;
2001-05-17;null;10,9;0;35;27,5;21,7;83,8;75;null;
2001-05-18;null;9,9;0;34,8;27,4;22,2;87,3;77;null;
2001-05-19;null;10,5;0;34,9;27,7;23,5;87,3;81;null;
2001-05-20;null;8,2;1,6;33,5;27,7;24,3;85,3;74;null;
2001-05-21;null;9,7;2,1;33,6;27,5;24,5;85,5;77;null;
2001-05-22;null;10,3;0;33,8;27,7;23,5;83,5;77;null;
2001-05-23;null;10,5;0;34,8;28,1;23,6;83,5;72;null;
2001-05-24;null;9,9;0;34,8;27,7;22,9;85;79;null;
2001-05-25;null;6,1;,9;33,5;26,6;22;88,8;74;null;
2001-05-26;null;10,4;,7;34,1;27,3;23;88;80;null;
2001-05-27;null;10,2;0;34,7;27,8;22,5;85,8;77;null;
2001-05-28;null;10,8;0;35,5;28,3;23,4;82,5;73;null;
2001-05-29;null;9,5;0;34,7;27,3;23,1;85;77;null;
2001-05-30;null;10,4;,4;35,5;27,9;22,7;80,8;70;null;
2001-05-31;null;9,4;0;35,1;28,4;24,5;85,8;81;null;
2001-06-01;null;6,7;0;33,6;27,1;23,2;88,5;81;null;
2001-06-02;null;8,7;37,7;32,4;26,3;22;90,8;84;null;
2001-06-03;null;10,5;,1;33,3;26,7;22,4;88,5;77;null;
2001-06-04;null;9,5;,5;33;27,2;22,9;78,3;58;null;
2001-06-05;null;0;,1;33,3;26,4;23;82,8;73;null;
2001-06-06;null;7,5;0;32,9;26,7;22,4;78,8;68;null;
2001-06-07;null;9,2;2,1;35,1;27,6;23,1;76,5;51;null;
2001-06-08;null;10,4;0;33,4;27,7;24;71,8;57;null;
2001-06-09;null;7,8;0;32,6;26,9;22,6;71;55;null;
2001-06-10;null;10;0;33,3;26,8;22,4;71;49;null;
2001-06-11;null;10,5;1,1;33;26,8;22,3;71,3;57;null;
2001-06-12;null;9,7;0;33,1;27,2;23;71,3;51;null;
2001-06-13;null;9,3;0;32,3;26,7;21,8;73,8;57;null;
2001-06-14;null;6,7;10;30,7;25,2;22,4;82,3;66;null;
2001-06-15;null;10,7;0;31,7;26,1;22,1;73,3;53;null;
2001-06-16;null;10,8;0;33;26,7;22,3;68,8;51;null;
2001-06-17;null;1,3;0;29,3;26;21,9;74,5;67;null;
2001-06-18;null;7,2;0;33,9;27,9;23;70,3;52;null;
2001-06-19;null;7,7;0;33,1;28,1;22,7;59;45;null;
2001-06-20;null;2,9;0;32,1;26,1;23,3;76,5;58;null;
2001-06-21;null;4,7;0;32,2;26,4;22,1;74,5;55;null;
2001-06-22;null;5;0;32,8;25,8;22,6;80,8;57;null;
2001-06-23;null;7,2;13,3;33,8;26,6;22,6;68,5;45;null;
2001-06-24;null;9,8;0;33,3;26,5;22;71,3;47;null;
2001-06-25;null;9,5;0;33,8;27,4;22,4;72,8;54;null;
2001-06-26;null;6,7;0;34,6;26,9;24,1;72,8;44;null;
2001-06-27;null;7,3;4,9;31,3;25,4;22,2;87,8;69;null;
2001-06-28;null;8,2;7,3;31,4;26,1;23;80,5;64;null;
2001-06-29;null;10,9;0;32,7;26,8;22,1;69,8;49;null;
2001-06-30;null;10,7;0;32,1;27,7;23,4;69,3;50;null;
2001-07-01;null;9;1,1;33,3;27,7;24;70;50;null;
2001-07-02;null;8,7;0;33,5;27,2;22,7;69,5;56;null;
2001-07-03;null;10,7;0;33,9;27,7;23,4;63,8;47;null;
2001-07-04;null;10,2;0;33,6;27,7;22,9;65,5;48;null;
2001-07-05;null;10,9;0;33,3;27,4;21,9;63,3;49;null;
2001-07-06;null;4,2;0;30,9;26,2;22,6;75,5;65;null;
2001-07-07;null;10,7;1,1;34,1;26,5;21,4;64,8;39;null;
2001-07-08;null;9,5;0;33,3;27,4;22,2;60,5;47;null;
2001-07-09;null;2,3;0;30,6;26,6;22,1;65,8;60;null;
2001-07-10;null;10,3;0;33,3;27,6;22,2;62,3;50;null;
2001-07-11;null;8,8;0;33,8;27,3;21,7;66,3;48;null;
2001-07-12;null;8,6;0;35;27,7;23;65,3;42;null;
2001-07-13;null;9,5;0;34,8;26,9;22,5;74,3;51;null;
2001-07-14;null;10,3;12,3;33,7;27,1;23,6;66,5;48;null;
2001-07-15;null;9,8;0;33,3;27,4;22,2;65,8;49;null;
2001-07-16;null;9,8;0;33,3;28;22,6;64,8;50;null;
2001-07-17;null;9;0;33,8;27,4;23,4;60,3;40;null;
2001-07-18;null;10,5;0;34,3;27,7;22,4;68,3;49;null;
2001-07-19;null;4,1;0;31,3;25,4;21,3;76,3;54;null;
2001-07-20;null;2,5;0;30,2;25,2;22,6;84,5;67;null;
2001-07-21;null;9,7;18,1;33,3;26,3;22,2;76,8;58;null;
2001-07-22;null;10,8;0;33,1;26,3;22;72,8;52;null;
2001-07-23;null;10,4;0;34,5;27,4;21,7;70,3;46;null;
2001-07-24;null;10,9;0;34;26,7;22,4;65;47;null;
2001-07-25;null;11;0;34;26,7;21,3;64,8;47;null;
2001-07-26;null;10,9;0;33,9;27,9;22,9;63,5;42;null;
2001-07-27;null;10,8;0;33,6;27,1;21,7;64,5;51;null;
2001-07-28;null;10,4;0;33,5;27,1;21,8;67,5;55;null;
2001-07-29;null;9,8;0;35,3;28;21,4;64,3;45;null;
2001-07-30;null;10,7;0;35,4;29,2;23,2;52,5;42;null;
2001-07-31;null;10,9;0;34,8;28,2;22;53,3;46;null;
2001-08-01;13,5;10,1;0;33,9;27,4;21,3;53,3;42;8,7;
2001-08-02;null;10,9;0;34,3;27,5;21,4;57;44;null;
2001-08-03;null;2,1;0;29,4;26;24;61,8;57;null;
2001-08-04;null;10,8;1;32,9;26,7;20;54,3;47;null;
2001-08-05;null;11;0;34,7;27;21,1;61,8;47;null;
2001-08-06;null;11;0;33,9;27,3;21,2;54,8;36;null;
2001-08-07;null;10,7;0;33,7;27,1;21,3;63,8;44;null;
2001-08-08;null;11;,3;34,2;27,7;22,4;51,5;36;null;
2001-08-09;null;9,4;0;33,8;27,5;21,6;58,5;44;null;
2001-08-10;null;10,3;0;33,5;27;23,6;62,8;41;null;
2001-08-11;null;11,1;0;35,1;26,7;21,5;65;36;null;
2001-08-12;null;10,9;0;34,5;27,1;21,8;66,5;40;null;
2001-08-13;null;10,9;0;34,5;28,2;22;46,5;38;null;
2001-08-14;null;10,9;0;34,7;27,2;21;57,8;33;null;
2001-08-15;null;8,7;0;34,3;27,9;22,8;56;48;null;
2001-08-16;null;8,1;0;33,8;27,5;23,4;62;44;null;
2001-08-17;null;10,8;0;35,4;28,6;21,6;51;37;null;
2001-08-18;null;10,9;0;35,1;28,6;22,2;51,3;37;null;
2001-08-19;null;10,7;0;34,8;28,3;23,5;60;45;null;
2001-08-20;null;7;0;35,9;27,8;22,6;64;45;,9;
2001-08-21;null;10,9;0;36,5;27,8;22,2;60;39;2,1;
2001-08-22;null;10,8;0;35,8;27,7;22,4;67,8;44;2,8;
2001-08-23;null;11;2,3;36,4;28;21,8;59,5;40;2,7;
2001-08-24;null;10,9;0;35,8;27,6;21,9;61,5;43;1,7;
2001-08-25;null;11;0;34,7;27,8;23,4;61;41;null;
2001-08-26;null;6,6;0;35,9;27,3;21,6;67,5;42;2,2;
2001-08-27;null;10,9;0;35,3;27,8;21,4;59;41;null;
2001-08-28;null;11;0;36,4;28,2;23,4;65,8;42;4,1;
2001-08-29;null;10,9;0;35,9;28,3;23,8;64,3;43;null;
2001-08-30;null;9,9;0;36,9;28,3;22,4;61,8;44;3,3;
2001-08-31;null;11;0;37;28,2;22;60,8;42;2,4;
2001-09-01;null;10,8;0;36,9;28;22,4;62,3;42;4,7;
2001-09-02;null;10,5;0;36,5;28,3;23;62,8;42;3,1;
2001-09-03;null;5,7;0;35,1;28,1;24,1;65,5;43;null;
2001-09-04;null;11,1;0;35,3;28,1;23,6;63,3;43;null;
2001-09-05;null;11;0;35,1;28,1;24,2;60,8;40;null;
2001-09-06;null;11;0;35,9;27,8;22,2;59,8;38;null;
2001-09-07;null;10,5;0;36;27,8;23,6;61,8;40;null;
2001-09-08;null;11,1;0;36,4;27,5;22,1;62;36;null;
2001-09-09;null;11;0;36,5;27,7;23;62,8;32;null;
2001-09-10;null;9,8;0;36,5;27,8;23,4;71;53;null;
2001-09-11;null;9,8;0;36,3;27,7;22,7;61,8;36;null;
2001-09-12;null;10,1;0;35,5;27,1;22,2;63,3;40;null;
2001-09-13;null;9,3;0;35,1;27,1;22;62;37;null;
2001-09-14;null;10,7;0;35,9;28;22,3;58,3;35;null;
2001-09-15;null;10,6;0;36,2;27,9;22,7;61,3;33;null;
2001-09-16;null;10,6;0;36,9;27,9;22,6;65;36;null;
2001-09-17;null;5,3;0;34,9;27,7;24,9;68;48;4,1;
2001-09-18;null;7,5;0;36,5;28,4;24,6;64;38;5,5;
2001-09-19;null;8,9;0;35,7;28,3;24,1;63,3;39;4,3;
2001-09-20;null;10,7;0;35,9;28,2;23,5;60;34;4,9;
2001-09-21;null;10,7;0;36,5;28,5;24;56,8;31;4,4;
2001-09-22;null;11;0;35,8;28,1;22,8;59,8;40;6,5;
2001-09-23;null;10,8;0;36,4;28,4;23,7;56,5;40;4,7;
2001-09-24;null;11,2;0;35,8;27,8;22,8;61,8;42;2,8;
2001-09-25;null;9,1;0;35,7;28;22,9;58,8;41;3,9;
2001-09-26;null;9,1;0;35,9;27,9;24,3;65,5;41;4,3;
2001-09-27;null;8,2;0;35,5;27,3;23,1;66,5;41;null;
2001-09-28;null;10,8;0;36,4;27,5;22,1;64,3;35;3,1;
2001-09-29;null;10,3;0;36,9;28,7;22,7;56,5;34;5,2;
2001-09-30;null;10,6;0;37,7;28,6;23,3;61;30;5,4;
2001-10-01;12,1;10,9;0;36,9;28,4;22,6;61,5;43;4,9;
2001-10-02;13,1;10,5;0;36,5;28;22,5;61,3;33;5,1;
2001-10-03;12,1;10,8;0;36,1;27,9;22,4;61;33;6,3;
2001-10-04;11,8;10,9;0;37,6;28,4;22,2;61;35;6;
2001-10-05;11,8;10,8;0;36,1;28,1;22,4;57;35;7;
2001-10-06;12,5;10,4;0;36,6;28;22,4;65,5;46;5,9;
2001-10-07;9,6;8,5;0;36,9;28,2;23,6;62,8;33;3,9;
2001-10-08;11,1;8,7;0;36,7;28,6;23;58,8;35;5,7;
2001-10-09;11,3;11;0;36,9;28,5;23,6;62,8;33;2,2;
2001-10-10;11,4;10,7;0;36,1;28,5;24,1;59,8;43;7,6;
2001-10-11;12,8;11;0;36,9;28,5;23,6;61;37;3,2;
2001-10-12;12,6;7;0;34,8;28,1;23,7;61,5;51;5,7;
2001-10-13;11,8;7,2;,3;35,4;28,3;24,5;63;51;2,8;
2001-10-14;10,6;10,9;0;36,1;28,3;23,9;62,3;42;5,7;
2001-10-15;11,5;9,1;0;36;28,3;24,4;62,8;36;5,2;
2001-10-16;12,5;7,6;0;35,7;28,2;23,7;62,8;48;8,1;
2001-10-17;10,7;10,4;0;37,3;28,8;22,9;55,5;30;6,7;
2001-10-18;15,1;11;0;37;28,9;23,4;53,8;31;5,2;
2001-10-19;13,2;10,6;0;36,7;28,7;22,7;53,8;32;6;
2001-10-20;16,2;11;0;37,4;28,8;23,3;58,5;37;6,8;
2001-10-21;13,6;10,9;0;36,9;28,6;23,4;58;31;4,2;
2001-10-22;11,6;11,1;0;37,6;28,6;22,6;61,5;35;4,5;
2001-10-23;12,7;9,5;0;37,1;29;24;61,3;43;6;
2001-10-24;13,2;8,6;0;36,8;29,1;24,3;62,8;46;4,3;
2001-10-25;12,5;10,8;0;36;28,2;22,8;58,8;38;6,4;
2001-10-26;12,7;4,3;0;34,9;27,9;23,4;59,8;49;5,1;
2001-10-27;9,4;4,3;0;34,1;28;23,9;64;46;5,7;
2001-10-28;8,9;10,2;0;35,7;28,4;23,4;63;43;4,9;
2001-10-29;11,9;7,3;0;36,2;28,8;25;64,3;40;6,6;
2001-10-30;11,1;2,9;0;35,6;28,4;24,8;65,8;42;4,8;
2001-10-31;10,6;11,5;0;37,7;28,5;22,7;62,8;36;5,5;
2001-11-01;null;11,5;0;36,8;28,6;23,4;63,5;43;3,9;
2001-11-02;null;11,3;0;37;28,6;23,4;66,5;39;4,7;
2001-11-03;null;6,5;0;36,1;28,4;24,4;67,8;50;3,9;
2001-11-04;null;10,9;0;37,3;28,4;23,2;64,8;42;5,5;
2001-11-05;null;10,6;0;36,3;28,4;23,6;66,3;48;4,9;
2001-11-06;null;9;0;36,8;28,7;25;68,3;45;5,2;
2001-11-07;null;5,7;0;35,5;27,8;23,5;72,3;59;4,7;
2001-11-08;null;11,4;0;36,7;28,4;23,2;62,3;35;6;
2001-11-09;null;10,1;0;36,4;28,2;23,5;70,8;54;2,6;
2001-11-10;null;11,5;0;36,9;28,8;23,2;62,5;46;4,3;
2001-11-11;null;9,1;0;36,7;29;25,2;61,5;44;4,7;
2001-11-12;null;11,1;0;37,1;28,8;23,6;65;42;4,9;
2001-11-13;null;11,2;0;36,9;28,5;23,8;60,8;37;4,7;
2001-11-14;null;11,1;0;36,1;32,3;23,4;50,8;47;5,7;
2001-11-15;null;7,1;0;36,5;28,3;23,6;66,5;45;5,2;
2001-11-16;null;11;0;35,6;28,8;23,2;62,3;40;5,4;
2001-11-17;null;11,6;0;37,5;29;23,1;65;37;7;
2001-11-18;null;10,3;0;37,3;29,3;24,2;62;40;6,4;
2001-11-19;null;9,4;0;36,6;28,9;24,2;66,3;44;5,4;
2001-11-20;null;11,4;0;36,6;28,8;23,2;64,3;43;4,8;
2001-11-21;null;7,5;0;36,3;28,5;23,4;63,8;42;6;
2001-11-22;null;10,9;0;36,9;29;23,7;66;46;6,6;
2001-11-23;null;6,5;0;35;28,3;24,4;68,3;55;3,4;
2001-11-24;null;8,3;0;35,4;28,7;24,5;69,5;59;5,2;
2001-11-25;null;9,7;0;37,2;28,9;23,8;66,3;46;5,7;
2001-11-26;null;7,6;0;36,5;28,7;25;69,8;39;6,6;
2001-11-27;null;10,9;0;36,9;28,9;24;68;46;4,8;
2001-11-28;null;9,4;0;36,9;29,2;24,6;61,8;41;5,9;
2001-11-29;null;10,6;0;37,1;29;24,2;63,5;38;4,1;
2001-11-30;null;8,4;0;34,2;29;24;69,5;54;5,5;
2001-12-01;null;5,2;0;36;28,8;24,1;70;52;5,7;
2001-12-02;null;9,2;0;36,5;29;24,2;70,3;53;5,7;
2001-12-03;null;9,1;0;37,7;29,6;24,7;62,3;35;6,5;
2001-12-04;null;9,1;0;36,9;29,1;23,6;65,3;39;5,5;
2001-12-05;null;9,7;0;37;29,7;25;66,5;52;4,1;
2001-12-06;null;8,7;0;36,2;28,5;24;67;40;5,4;
2001-12-07;null;9,9;0;37;29,4;23,8;62,8;43;4,8;
2001-12-08;null;8;0;36,9;29,4;25,2;64;41;4,8;
2001-12-09;null;8,6;0;36,1;29;24,2;66;48;5,4;
2001-12-10;null;7,1;,3;36,1;29;24,9;71;54;5,2;
2001-12-11;null;9,9;0;36,8;29,3;25,3;66,3;49;4,7;
2001-12-12;null;7,8;0;36;28,9;25,2;65,8;43;6;
2001-12-13;null;10,2;0;37,3;29,3;23,4;61,5;35;4,9;
2001-12-14;null;9,3;0;36,8;29,7;24,5;62,5;45;5,7;
2001-12-15;null;8,7;0;35,4;30,1;25,5;60;51;5,7;
2001-12-16;null;6,3;0;35,9;28,9;24,5;68,3;45;4,9;
2001-12-17;null;8,1;0;36;29,2;23,7;62;41;6,2;
2001-12-18;null;8,7;0;36,9;29,4;24;64,5;48;5,7;
2001-12-19;null;10,2;0;36,7;29,5;24,3;64;46;5,2;
2001-12-20;null;9,5;0;37,4;29,8;25,2;65,3;43;6,4;
2001-12-21;null;8,6;0;37,2;29,6;24;66,3;43;6,9;
2001-12-22;null;8,5;0;37,1;29,5;24,3;60;37;null;
2001-12-23;null;11,3;0;37,5;29,2;23,5;61,5;37;null;
2001-12-24;null;11,2;0;37,4;29,8;24,4;64;43;6;
2001-12-25;null;10;0;37,3;30;24,4;63,8;43;6,4;
2001-12-26;null;11;0;34,7;29,3;24,7;63,3;42;5,7;
2001-12-27;null;9,9;0;35,4;29,3;24,8;69,3;43;4,7;
2001-12-28;null;7,9;5;37,3;29,9;25,5;67;46;5,4;
2001-12-29;null;8,4;0;37,3;30,1;26,4;66,5;44;7,8;
2001-12-30;null;7,3;0;36,9;29,7;26,2;69,5;49;4,5;
2001-12-31;null;1,5;0;34,2;28,9;25,5;74;59;3,6;
2002-01-01;null;3;0;33,9;28,3;25,4;79,8;68;4;
2002-01-02;null;2;0;33,1;28,3;25,1;74,8;55;2,8;
2002-01-03;null;3,9;0;35,3;29,1;26;71;54;4,7;
2002-01-04;null;4,5;0;34,9;29,6;26,2;71,5;60;3,5;
2002-01-05;null;7;0;36,3;29,4;25,4;72;54;5,5;
2002-01-06;null;0;10;29,9;25,3;25,4;94,3;79;2,6;
2002-01-07;null;1;31;31,1;25;22,2;88;75;2,1;
2002-01-08;null;4,4;1;32,2;26,7;22,5;81,3;63;4,1;
2002-01-09;null;10,3;25;32,8;26;22,2;84,5;61;2,9;
2002-01-10;null;8,1;5;32,1;26,5;22,9;82,8;61;3,1;
2002-01-11;null;10,8;1;33,5;27,6;23,3;76;54;3,5;
2002-01-12;null;8,1;0;33,3;26,5;24,6;83;63;4,1;
2002-01-13;null;9,7;0;32,8;26,8;22,9;84,5;64;2,8;
2002-01-14;null;9,6;5;26,9;25,9;23;85,5;67;3,5;
2002-01-15;null;6,1;8;31,9;26,7;23,2;83,8;72;3,5;
2002-01-16;null;4,6;0;32,3;27,1;24,7;76;47;2,2;
2002-01-17;null;6,2;1;31,8;26,5;24,6;94;88;3,1;
2002-01-18;null;3,4;2;30,4;26,4;23,9;89;76;2,4;
2002-01-19;null;6,7;0;32,3;26,5;24;87,3;73;4,1;
2002-01-20;null;11,3;3;33,5;27,2;22,6;53;65;3,8;
2002-01-21;null;10,8;,2;33,5;27;24,7;82;36;6,6;
2002-01-22;null;8,1;4;32,3;25,4;22,5;86,8;64;4,5;
